Frame	Time	Elec	VdW	Nonbond
0	0	-20.7864	-11.403	-32.1894
1	0.2	-13.9235	-6.1764	-20.0999
2	0.4	-9.8545	-7.041	-16.8955
3	0.6	-12.2977	-5.0716	-17.3693
4	0.8	-2.1396	-2.0129	-4.1525
5	1	-10.1199	-3.0043	-13.1242
6	1.2	1.4596	-9.3009	-7.8413
7	1.4	-5.7808	-4.856	-10.6368
8	1.6	-12.0968	-4.6243	-16.7211
9	1.8	-3.4628	-4.4435	-7.9063
10	2	-5.022	-5.6499	-10.6719
11	2.2	-6.9737	-3.5445	-10.5182
12	2.4	-7.1582	-3.3525	-10.5107
13	2.6	-1.8148	-3.5836	-5.3984
14	2.8	-2.1072	-0.9363	-3.0435
15	3	-3.0943	-3.0524	-6.1467
16	3.2	1.1911	-1.6516	-0.4605
17	3.4	0.0129	-0.0009	0.012
18	3.6	1.0459	-0.6313	0.4146
19	3.8	0.6042	-0.4708	0.1334
20	4	0.2953	-0.0669	0.2284
21	4.2	0.2485	-1.2469	-0.9984
22	4.4	-0.5329	-1.2456	-1.7785
23	4.6	0.7289	-0.2372	0.4917
24	4.8	-0.3992	-0.8213	-1.2205
25	5	3.4223	-0.4924	2.9299
26	5.2	3.8101	-0.7044	3.1057
27	5.4	3.036	-0.454	2.582
28	5.6	2.8796	-1.0187	1.8609
29	5.8	2.0669	-0.7992	1.2677
30	6	-0.0711	-0.746	-0.8171
31	6.2	2.5493	-1.1322	1.4171
32	6.4	3.6763	-0.6071	3.0692
33	6.6	1.9313	-1.5003	0.431
34	6.8	0.7824	-0.7542	0.0282
35	7	-0.7965	-0.7633	-1.5598
36	7.2	-1.233	-1.0734	-2.3064
37	7.4	-1.3198	-1.2273	-2.5471
38	7.6	-0.9363	-4.2144	-5.1507
39	7.8	-0.2475	-1.2007	-1.4482
40	8	-0.2103	-4.1718	-4.3821
41	8.2	0.4548	-5.3048	-4.85
42	8.4	-1.7155	-6.374	-8.0895
43	8.6	2.2918	-6.3177	-4.0259
44	8.8	-8.2925	-4.5218	-12.8143
45	9	-10.0372	-11.2446	-21.2818
46	9.2	-13.6555	-8.9515	-22.607
47	9.4	-7.3769	-13.524	-20.9009
48	9.6	-7.7569	-11.4069	-19.1638
49	9.8	12.6228	-6.8669	5.7559
50	10	-3.081	-4.2414	-7.3224
51	10.2	-16.731	-6.4218	-23.1528
52	10.4	1.6805	-3.9296	-2.2491
53	10.6	-5.4875	-10.6103	-16.0978
54	10.8	-17.4837	-12.9331	-30.4168
55	11	-14.4241	-8.3416	-22.7657
56	11.2	-0.8492	-14.2653	-15.1145
57	11.4	-8.3824	-16.0589	-24.4413
58	11.6	-10.893	-16.5089	-27.4019
59	11.8	-20.3708	-13.3241	-33.6949
60	12	-5.3216	-16.0116	-21.3332
61	12.2	-1.5247	-16.3272	-17.8519
62	12.4	-2.2274	-15.6928	-17.9202
63	12.6	-5.1264	-17.4805	-22.6069
64	12.8	-12.1446	-16.6563	-28.8009
65	13	3.9865	-14.1335	-10.147
66	13.2	-9.947	-15.4964	-25.4434
67	13.4	-7.8023	-18.0718	-25.8741
68	13.6	-10.1322	-15.5445	-25.6767
69	13.8	-3.574	-14.6964	-18.2704
70	14	-1.7785	-12.7127	-14.4912
71	14.2	-7.9948	-13.6299	-21.6247
72	14.4	-13.2759	-17.7725	-31.0484
73	14.6	-11.279	-17.141	-28.42
74	14.8	-5.4113	-15.1022	-20.5135
75	15	-5.9706	-16.0145	-21.9851
76	15.2	-18.2123	-12.0243	-30.2366
77	15.4	-5.4327	-14.1659	-19.5986
78	15.6	-6.2857	-16.396	-22.6817
79	15.8	-15.621	-15.9706	-31.5916
80	16	-10.7117	-17.3642	-28.0759
81	16.2	-13.5221	-13.7357	-27.2578
82	16.4	-2.48	-18.0958	-20.5758
83	16.6	0.6372	-18.2756	-17.6384
84	16.8	-18.3611	-16.2472	-34.6083
85	17	-23.1113	-11.3772	-34.4885
86	17.2	-1.8732	-14.0087	-15.8819
87	17.4	-5.3663	-16.8133	-22.1796
88	17.6	-2.2271	-19.1628	-21.3899
89	17.8	-8.4425	-16.7543	-25.1968
90	18	-2.4144	-15.9254	-18.3398
91	18.2	-9.0733	-15.2636	-24.3369
92	18.4	-9.6285	-16.219	-25.8475
93	18.6	-1.2819	-14.7946	-16.0765
94	18.8	-17.0936	-12.725	-29.8186
95	19	-7.3423	-17.2945	-24.6368
96	19.2	-13.6122	-16.2031	-29.8153
97	19.4	-4.1864	-14.2652	-18.4516
98	19.6	-14.2081	-13.223	-27.4311
99	19.8	-7.7705	-14.9518	-22.7223
100	20	-3.9521	-14.486	-18.4381
101	20.2	-10.2519	-17.3555	-27.6074
102	20.4	-14.9849	-16.4458	-31.4307
103	20.6	-7.4159	-16.5202	-23.9361
104	20.8	-4.3884	-17.6006	-21.989
105	21	-6.5241	-12.8749	-19.399
106	21.2	-15.8192	-16.5222	-32.3414
107	21.4	-20.0968	-20.7268	-40.8236
108	21.6	-4.9903	-10.6803	-15.6706
109	21.8	-11.3808	-11.1497	-22.5305
110	22	-10.3633	-12.8733	-23.2366
111	22.2	-6.0217	-10.3307	-16.3524
112	22.4	-6.3621	-12.7017	-19.0638
113	22.6	-8.3815	-14.6734	-23.0549
114	22.8	-11.8627	-11.862	-23.7247
115	23	-6.084	-10.754	-16.838
116	23.2	-0.0413	-13.4664	-13.5077
117	23.4	2.5772	-12.762	-10.1848
118	23.6	-13.5298	-11.4155	-24.9453
119	23.8	-7.5404	-11.1716	-18.712
120	24	-9.373	-10.1121	-19.4851
121	24.2	-4.6091	-10.9133	-15.5224
122	24.4	-6.4562	-13.0243	-19.4805
123	24.6	-5.1898	-11.3757	-16.5655
124	24.8	-11.1926	-12.2633	-23.4559
125	25	-2.1367	-12.7701	-14.9068
126	25.2	-2.8617	-12.2787	-15.1404
127	25.4	-5.9427	-11.1499	-17.0926
128	25.6	-4.6787	-10.8331	-15.5118
129	25.8	-9.783	-7.6311	-17.4141
130	26	-18.9301	-12.4526	-31.3827
131	26.2	-10.9311	-10.684	-21.6151
132	26.4	-7.7038	-10.6555	-18.3593
133	26.6	-9.3584	-13.0668	-22.4252
134	26.8	-1.5326	-18.9498	-20.4824
135	27	-4.3374	-17.4256	-21.763
136	27.2	-5.282	-12.6548	-17.9368
137	27.4	-9.7664	-12.2628	-22.0292
138	27.6	-11.0785	-10.2442	-21.3227
139	27.8	-11.1757	-12.8798	-24.0555
140	28	-10.4239	-12.2837	-22.7076
141	28.2	-9.1638	-11.7808	-20.9446
142	28.4	-11.6704	-8.1415	-19.8119
143	28.6	5.7385	-8.7159	-2.9774
144	28.8	-1.8701	-9.1377	-11.0078
145	29	-1.9545	-5.4965	-7.451
146	29.2	-3.0141	-9.9668	-12.9809
147	29.4	6.8982	-10.9616	-4.0634
148	29.6	-34.274	-9.8367	-44.1107
149	29.8	8.7632	-11.1952	-2.432
150	30	-6.4624	-9.952	-16.4144
151	30.2	2.3558	-12.5328	-10.177
152	30.4	-8.9666	-13.4749	-22.4415
153	30.6	-14.576	-8.9282	-23.5042
154	30.8	-10.5572	-10.3242	-20.8814
155	31	1.4933	-9.7744	-8.2811
156	31.2	-33.8176	-10.0405	-43.8581
157	31.4	8.1659	-14.2377	-6.0718
158	31.6	-14.9192	-10.8641	-25.7833
159	31.8	-28.9361	-12.0421	-40.9782
160	32	-23.6327	-10.5626	-34.1953
161	32.2	-32.8153	-10.9233	-43.7386
162	32.4	-6.5594	-11.5356	-18.095
163	32.6	-3.5009	-12.6177	-16.1186
164	32.8	-2.7139	-12.8161	-15.53
165	33	-18.3426	-11.9021	-30.2447
166	33.2	-4.6288	-13.6967	-18.3255
167	33.4	-7.5627	-12.6776	-20.2403
168	33.6	-10.6187	-12.1115	-22.7302
169	33.8	-7.1225	-9.0511	-16.1736
170	34	-6.4349	-11.3724	-17.8073
171	34.2	-1.2906	-11.9862	-13.2768
172	34.4	-9.5455	-12.072	-21.6175
173	34.6	-5.09	-13.8801	-18.9701
174	34.8	-4.8759	-14.6823	-19.5582
175	35	-6.5204	-11.7679	-18.2883
176	35.2	-2.1455	-13.2822	-15.4277
177	35.4	-7.6398	-10.8271	-18.4669
178	35.6	-6.3064	-11.5022	-17.8086
179	35.8	-9.8572	-14.1528	-24.01
180	36	-2.103	-14.5507	-16.6537
181	36.2	-6.2474	-12.6581	-18.9055
182	36.4	0.296	-14.5856	-14.2896
183	36.6	-7.6853	-13.7954	-21.4807
184	36.8	-3.064	-12.8929	-15.9569
185	37	2.6063	-14.3494	-11.7431
186	37.2	-5.796	-10.5958	-16.3918
187	37.4	-5.0535	-12.1989	-17.2524
188	37.6	-1.98	-11.6063	-13.5863
189	37.8	1.8858	-11.7518	-9.866
190	38	-1.6678	-11.6216	-13.2894
191	38.2	-1.4378	-12.9735	-14.4113
192	38.4	-4.6458	-10.9219	-15.5677
193	38.6	-0.6511	-11.6266	-12.2777
194	38.8	-0.6254	-12.9736	-13.599
195	39	-6.1411	-12.6355	-18.7766
196	39.2	-6.0157	-14.5746	-20.5903
197	39.4	1.1681	-13.3333	-12.1652
198	39.6	-6.2035	-12.0062	-18.2097
199	39.8	0.2681	-13.4684	-13.2003
200	40	-4.7176	-10.6139	-15.3315
201	40.2	-5.9676	-12.3805	-18.3481
202	40.4	-1.1433	-13.8641	-15.0074
203	40.6	-4.0527	-10.6493	-14.702
204	40.8	-4.9933	-13.345	-18.3383
205	41	-9.664	-12.6677	-22.3317
206	41.2	-4.6913	-11.413	-16.1043
207	41.4	-3.6114	-11.8103	-15.4217
208	41.6	0.1988	-7.3956	-7.1968
209	41.8	0.0917	-13.0946	-13.0029
210	42	0.5321	-7.8502	-7.3181
211	42.2	-7.651	-9.2087	-16.8597
212	42.4	-0.6297	-12.0407	-12.6704
213	42.6	-5.8395	-12.3956	-18.2351
214	42.8	-4.9717	-13.0416	-18.0133
215	43	-12.5415	-14.9658	-27.5073
216	43.2	-10.2751	-9.1378	-19.4129
217	43.4	-1.9378	-8.2658	-10.2036
218	43.6	-6.989	-12.9702	-19.9592
219	43.8	-16.1354	-15.7495	-31.8849
220	44	1.1435	-14.2658	-13.1223
221	44.2	5.0668	-13.1071	-8.0403
222	44.4	-8.4508	-9.8396	-18.2904
223	44.6	-3.0907	-11.028	-14.1187
224	44.8	-2.3727	-14.3304	-16.7031
225	45	-3.7902	-12.5703	-16.3605
226	45.2	-1.136	-13.1297	-14.2657
227	45.4	-5.3905	-14.7403	-20.1308
228	45.6	1.2868	-14.576	-13.2892
229	45.8	-2.6948	-14.894	-17.5888
230	46	-7.7233	-14.6958	-22.4191
231	46.2	-5.6543	-12.0646	-17.7189
232	46.4	-5.0289	-12.2634	-17.2923
233	46.6	-21.4497	-16.8879	-38.3376
234	46.8	-12.0187	-17.588	-29.6067
235	47	-11.6872	-14.4395	-26.1267
236	47.2	-14.3929	-16.6406	-31.0335
237	47.4	-13.3734	-14.9847	-28.3581
238	47.6	-2.3987	-18.4099	-20.8086
239	47.8	-12.7402	-16.3607	-29.1009
240	48	-16.0331	-15.6958	-31.7289
241	48.2	-9.8532	-17.5548	-27.408
242	48.4	-17.2885	-9.6716	-26.9601
243	48.6	-19.4472	-18.337	-37.7842
244	48.8	-15.5011	-16.324	-31.8251
245	49	-9.1362	-18.1897	-27.3259
246	49.2	-13.3535	-17.0234	-30.3769
247	49.4	-4.4017	-13.056	-17.4577
248	49.6	-6.6266	-13.4979	-20.1245
249	49.8	-0.238	-14.3194	-14.5574
250	50	-6.1327	-13.5696	-19.7023
251	50.2	-14.0547	-14.3523	-28.407
252	50.4	-16.2921	-15.0051	-31.2972
253	50.6	-1.3286	-13.2583	-14.5869
254	50.8	-5.0384	-16.0082	-21.0466
255	51	-7.1301	-14.4611	-21.5912
256	51.2	-21.9329	-12.8685	-34.8014
257	51.4	-39.4832	-13.4188	-52.902
258	51.6	-18.0624	-14.6717	-32.7341
259	51.8	-3.8612	-14.7987	-18.6599
260	52	-6.0402	-8.1382	-14.1784
261	52.2	-27.0449	-11.5046	-38.5495
262	52.4	-30.6457	-17.1452	-47.7909
