Frame         Time          Elec          VdW           Nonbond       Total         
0             0             -0.9224       -0.0135       -0.9359       -0.9359       
1             1             -2.081        -0.0226       -2.1036       -2.1036       
2             2             -0.7334       -0.3162       -1.0496       -1.0496       
3             3             -1.3715       -3.1417       -4.5132       -4.5132       
4             4             +0.9622       -1.5329       -0.5707       -0.5707       
5             5             -1.6516       -0.4706       -2.1222       -2.1222       
6             6             -0.1217       -0.1271       -0.2488       -0.2488       
7             7             +0.9042       -0.2036       +0.7006       +0.7006       
8             8             +0.3842       -0.1481       +0.2361       +0.2361       
9             9             -0.1778       -0.0161       -0.1939       -0.1939       
10            10            -0.7544       -0.1179       -0.8723       -0.8723       
11            11            -0.0427       -0.0218       -0.0645       -0.0645       
12            12            +0.8967       -0.0348       +0.8619       +0.8619       
13            13            -0.3404       -0.0206       -0.361        -0.361        
14            14            -0.0385       -0.0272       -0.0657       -0.0657       
15            15            +0.882        -0.0007       +0.8813       +0.8813       
16            16            +1.0672       -0.0055       +1.0617       +1.0617       
17            17            +0.6958       -0.0016       +0.6942       +0.6942       
18            18            +1.7706       -0.0047       +1.7659       +1.7659       
19            19            +1.8704       -0.028        +1.8424       +1.8424       
20            20            +0.4845       -0.0218       +0.4627       +0.4627       
21            21            +0.0192       -0.0045       +0.0147       +0.0147       
22            22            +0.1557       -0.015        +0.1407       +0.1407       
23            23            +1.0343       -0.0944       +0.9399       +0.9399       
24            24            +0.2568       -0.3937       -0.1369       -0.1369       
25            25            -0.1904       -0.3105       -0.5009       -0.5009       
26            26            +0.3246       -0.015        +0.3096       +0.3096       
27            27            -0.1159       -0.0012       -0.1171       -0.1171       
28            28            -0.2047       -0.0093       -0.214        -0.214        
29            29            -0.0183       -0.0003       -0.0186       -0.0186       
30            30            -0.2961       -0.0072       -0.3033       -0.3033       
31            31            -0.2097       -0.1743       -0.384        -0.384        
32            32            -5.6911       -0.3835       -6.0746       -6.0746       
33            33            +0.0923       -0.1025       -0.0102       -0.0102       
34            34            -0.8351       -0.0685       -0.9036       -0.9036       
35            35            -0.8638       -0.043        -0.9068       -0.9068       
36            36            +0.2165       -0.0206       +0.1959       +0.1959       
37            37            -0.0638       -0.0006       -0.0644       -0.0644       
38            38            +0.0954       -0.0024       +0.093        +0.093        
39            39            +0.3863       -0.0276       +0.3587       +0.3587       
40            40            +0.5466       -0.0161       +0.5305       +0.5305       
41            41            -0.572        -0.026        -0.598        -0.598        
42            42            +0.7868       -0.0383       +0.7485       +0.7485       
43            43            +0.8725       -0.005        +0.8675       +0.8675       
44            44            +0.7563       -0.0611       +0.6952       +0.6952       
45            45            -0.4668       -0.0466       -0.5134       -0.5134       
46            46            -0.6103       -0.022        -0.6323       -0.6323       
47            47            +0.1393       -0.0289       +0.1104       +0.1104       
48            48            -0.4636       -0.0192       -0.4828       -0.4828       
49            49            -0.0015       -0.0223       -0.0238       -0.0238       
50            50            -0.3726       -0.1506       -0.5232       -0.5232       
51            51            -0.3072       -0.0222       -0.3294       -0.3294       
52            52            -2.2992       -0.1744       -2.4736       -2.4736       
53            53            -2.5902       -0.038        -2.6282       -2.6282       
54            54            -1.1336       -0.0736       -1.2072       -1.2072       
55            55            -1.1515       -0.1094       -1.2609       -1.2609       
56            56            -0.284        -0.0388       -0.3228       -0.3228       
57            57            -6.1427       -0.1459       -6.2886       -6.2886       
58            58            -3.7687       -0.188        -3.9567       -3.9567       
59            59            -1.1953       -0.1624       -1.3577       -1.3577       
60            60            -3.3452       -0.3324       -3.6776       -3.6776       
61            61            -7.2748       -0.3736       -7.6484       -7.6484       
62            62            -15.3176      -1.8123       -17.1299      -17.1299      
63            63            +0.5968       -1.7372       -1.1404       -1.1404       
64            64            -0.9091       -0.4033       -1.3124       -1.3124       
65            65            -0.9489       -0.2154       -1.1643       -1.1643       
66            66            +0.547        -0.033        +0.514        +0.514        
67            67            -0.1555       -0.0155       -0.171        -0.171        
68            68            -0.0203       -0.0717       -0.092        -0.092        
69            69            +0.5059       -0.0806       +0.4253       +0.4253       
70            70            +1.5986       -0.0664       +1.5322       +1.5322       
71            71            -0.5577       -0.1593       -0.717        -0.717        
72            72            +0.2479       -0.0133       +0.2346       +0.2346       
73            73            -0.6772       -0.0481       -0.7253       -0.7253       
74            74            -0.2676       -0.0799       -0.3475       -0.3475       
75            75            -0.3588       -0.0905       -0.4493       -0.4493       
76            76            +0.4509       -0.1046       +0.3463       +0.3463       
77            77            +0.4596       -0.1885       +0.2711       +0.2711       
78            78            -0.0515       -0.0792       -0.1307       -0.1307       
79            79            -0.888        -0.261        -1.149        -1.149        
80            80            -0.3832       -0.162        -0.5452       -0.5452       
81            81            +0.1779       -0.0084       +0.1695       +0.1695       
82            82            -0.497        -0.025        -0.522        -0.522        
83            83            +0.1526       -0.0091       +0.1435       +0.1435       
84            84            +0.4247       -0.0164       +0.4083       +0.4083       
85            85            -0.375        -0.0109       -0.3859       -0.3859       
86            86            -0.7503       -0.0036       -0.7539       -0.7539       
87            87            +0.2746       -0.0185       +0.2561       +0.2561       
88            88            -0.3438       -0.0064       -0.3502       -0.3502       
89            89            -0.1293       -0.0019       -0.1312       -0.1312       
90            90            +0.2244       -0.0024       +0.222        +0.222        
91            91            -0.303        -0.0038       -0.3068       -0.3068       
92            92            +1.3805       -0.0074       +1.3731       +1.3731       
93            93            +1.0292       -0.0216       +1.0076       +1.0076       
94            94            -0.6025       -0.0235       -0.626        -0.626        
95            95            +0.1607       -0.0046       +0.1561       +0.1561       
96            96            -0.1684       -0.0103       -0.1787       -0.1787       
97            97            -0.027        -0.0243       -0.0513       -0.0513       
98            98            +0.0925       -0.0131       +0.0794       +0.0794       
99            99            -0.2964       -0.0256       -0.322        -0.322        
100           100           -0.1065       -0.0367       -0.1432       -0.1432       
101           101           -0.5927       -0.0588       -0.6515       -0.6515       
102           102           -1.0174       -0.0482       -1.0656       -1.0656       
103           103           -0.2623       -0.0845       -0.3468       -0.3468       
104           104           -0.3937       -0.1424       -0.5361       -0.5361       
105           105           +0.0222       -0.1144       -0.0922       -0.0922       
106           106           -0.0688       -0.0131       -0.0819       -0.0819       
107           107           +0.0197       -0.0212       -0.0015       -0.0015       
108           108           +0.282        -0.0071       +0.2749       +0.2749       
109           109           +0.9427       -0.0263       +0.9164       +0.9164       
110           110           -0.4242       -0.0051       -0.4293       -0.4293       
111           111           +0.5095       -0.013        +0.4965       +0.4965       
112           112           +0.4071       -0.2287       +0.1784       +0.1784       
113           113           -0.1725       -0.0184       -0.1909       -0.1909       
114           114           -0.0942       -0.0204       -0.1146       -0.1146       
115           115           -0.4873       -0.0435       -0.5308       -0.5308       
116           116           -0.0147       -0.0552       -0.0699       -0.0699       
117           117           -1.0788       -0.0314       -1.1102       -1.1102       
118           118           -2.4565       -0.0781       -2.5346       -2.5346       
119           119           -0.1354       -0.0132       -0.1486       -0.1486       
120           120           -0.0729       -0.091        -0.1639       -0.1639       
121           121           +0.1243       -0.0101       +0.1142       +0.1142       
122           122           +0.442        -0.0363       +0.4057       +0.4057       
123           123           -0.0034       -0.0113       -0.0147       -0.0147       
124           124           -0.0959       -0.0573       -0.1532       -0.1532       
125           125           +1.3702       -0.0626       +1.3076       +1.3076       
126           126           +0.3644       -0.0216       +0.3428       +0.3428       
127           127           +1.6069       -0.0453       +1.5616       +1.5616       
128           128           -0.1123       -0.0087       -0.121        -0.121        
129           129           +0.1779       -0.0069       +0.171        +0.171        
130           130           +0.5566       -0.0187       +0.5379       +0.5379       
131           131           -0.1776       -0.0375       -0.2151       -0.2151       
132           132           -0.0394       -0.0498       -0.0892       -0.0892       
133           133           +0.3533       -0.0039       +0.3494       +0.3494       
134           134           -0.0045       -0.0099       -0.0144       -0.0144       
135           135           -0.7082       -0.029        -0.7372       -0.7372       
136           136           -0.1946       -0.0855       -0.2801       -0.2801       
137           137           +0.8171       -0.1708       +0.6463       +0.6463       
138           138           -0.2393       -0.03         -0.2693       -0.2693       
139           139           +0.0024       -0.0083       -0.0059       -0.0059       
140           140           -0.9115       -0.0393       -0.9508       -0.9508       
141           141           +0.2472       -0.0086       +0.2386       +0.2386       
142           142           +0.0721       -0.0113       +0.0608       +0.0608       
143           143           -0.0355       -0.0214       -0.0569       -0.0569       
144           144           -0.2248       -0.0169       -0.2417       -0.2417       
145           145           +0.5204       -0.0557       +0.4647       +0.4647       
146           146           +0.3604       -0.013        +0.3474       +0.3474       
147           147           -0.1881       -0.0168       -0.2049       -0.2049       
148           148           +0.019        -0.0068       +0.0122       +0.0122       
149           149           -0.4595       -0.0291       -0.4886       -0.4886       
150           150           +1.7801       -0.0136       +1.7665       +1.7665       
151           151           -0.2406       -0.0188       -0.2594       -0.2594       
152           152           +0.454        -0.0182       +0.4358       +0.4358       
153           153           +0.8617       -0.0395       +0.8222       +0.8222       
154           154           +1.0576       -0.1073       +0.9503       +0.9503       
155           155           +0.3168       -0.0621       +0.2547       +0.2547       
156           156           +0.7201       -0.2555       +0.4646       +0.4646       
157           157           +0.393        -0.1887       +0.2043       +0.2043       
158           158           +0.5223       -0.1122       +0.4101       +0.4101       
159           159           -0.3851       -0.0763       -0.4614       -0.4614       
160           160           -0.8929       -0.0572       -0.9501       -0.9501       
161           161           +0.3299       -0.1035       +0.2264       +0.2264       
162           162           -0.4222       -0.1216       -0.5438       -0.5438       
163           163           +1.8592       -0.1487       +1.7105       +1.7105       
164           164           +0.6498       -0.075        +0.5748       +0.5748       
165           165           +1.6732       -0.0909       +1.5823       +1.5823       
166           166           +0.8909       -0.0767       +0.8142       +0.8142       
167           167           +0.3141       -0.0669       +0.2472       +0.2472       
168           168           -0.5763       -0.1253       -0.7016       -0.7016       
169           169           +0.1268       -0.0436       +0.0832       +0.0832       
