Frame	Time	Elec	VdW	Nonbond
0	0	-3.979	-3.7126	-7.6916
1	0.2	-3.0531	-2.3979	-5.451
2	0.4	1.3423	-10.9099	-9.5676
3	0.6	0.5118	-2.1552	-1.6434
4	0.8	-9.1278	-18.1683	-27.2961
5	1	-10.4501	-18.061	-28.5111
6	1.2	-13.5664	-21.1195	-34.6859
7	1.4	-19.3983	-24.9102	-44.3085
8	1.6	-10.6809	-20.4535	-31.1344
9	1.8	-6.7657	-24.9977	-31.7634
10	2	-3.0228	-21.4402	-24.463
11	2.2	-0.6154	-23.8621	-24.4775
12	2.4	-8.3604	-21.5799	-29.9403
13	2.6	2.1615	-23.2582	-21.0967
14	2.8	-8.519	-24.8044	-33.3234
15	3	-16.3454	-19.5742	-35.9196
16	3.2	-5.8066	-21.3834	-27.19
17	3.4	-7.0965	-18.539	-25.6355
18	3.6	-6.0111	-18.1496	-24.1607
19	3.8	-9.7933	-18.8419	-28.6352
20	4	-1.8351	-24.5872	-26.4223
21	4.2	-5.6784	-21.5139	-27.1923
22	4.4	-10.9529	-20.3527	-31.3056
23	4.6	-4.3071	-21.4118	-25.7189
24	4.8	-6.3324	-22.6266	-28.959
25	5	-6.2225	-25.2212	-31.4437
26	5.2	1.5766	-18.7638	-17.1872
27	5.4	-17.3079	-21.7433	-39.0512
28	5.6	-14.3191	-23.5448	-37.8639
29	5.8	-13.3353	-17.9438	-31.2791
30	6	-7.5133	-20.6755	-28.1888
31	6.2	1.0066	-18.3246	-17.318
32	6.4	-13.3548	-19.606	-32.9608
33	6.6	-15.6405	-20.8083	-36.4488
34	6.8	-5.2744	-23.6804	-28.9548
35	7	-3.4272	-19.9686	-23.3958
36	7.2	-12.7233	-27.542	-40.2653
37	7.4	-0.3303	-21.6515	-21.9818
38	7.6	2.2431	-17.4348	-15.1917
39	7.8	-8.7323	-19.5836	-28.3159
40	8	-6.0472	-16.8823	-22.9295
41	8.2	2.9999	-20.1178	-17.1179
