Frame         Time          Elec          VdW           Nonbond       Total         
0             0             +0            +0            +0            +0            
1             1             -0.0314       -0.0003       -0.0317       -0.0317       
2             2             +0.2894       -0.0086       +0.2808       +0.2808       
3             3             -0.0466       -0.0001       -0.0467       -0.0467       
4             4             +0            +0            +0            +0            
5             5             -0.0426       -0            -0.0426       -0.0426       
6             6             +0            +0            +0            +0            
7             7             +0            +0            +0            +0            
8             8             +0            +0            +0            +0            
9             9             +0            +0            +0            +0            
10            10            +0            +0            +0            +0            
11            11            +0            +0            +0            +0            
12            12            -0.0722       -0.0003       -0.0725       -0.0725       
13            13            -0.1339       -0.0014       -0.1353       -0.1353       
14            14            -0.1156       -0.0005       -0.1161       -0.1161       
15            15            +0            +0            +0            +0            
16            16            +0            +0            +0            +0            
17            17            +0.0025       -0            +0.0025       +0.0025       
18            18            +0            +0            +0            +0            
19            19            +0            +0            +0            +0            
20            20            +0            +0            +0            +0            
21            21            -0.1253       -0.0274       -0.1527       -0.1527       
22            22            -0.6376       -3.8948       -4.5324       -4.5324       
23            23            -0.1624       -0.5092       -0.6716       -0.6716       
24            24            -0.5233       -0.1902       -0.7135       -0.7135       
25            25            +0.5006       -0.0605       +0.4401       +0.4401       
26            26            +1.5607       -1.3696       +0.1911       +0.1911       
27            27            -4.2393       -2.7359       -6.9752       -6.9752       
28            28            -3.2044       -2.6939       -5.8983       -5.8983       
29            29            -2.4536       -1.5216       -3.9752       -3.9752       
30            30            +1.9479       -0.6614       +1.2865       +1.2865       
31            31            -5.1551       -1.4865       -6.6416       -6.6416       
32            32            -2.8966       -1.8053       -4.7019       -4.7019       
33            33            -2.9897       -1.9692       -4.9589       -4.9589       
34            34            -4.0193       -2.488        -6.5073       -6.5073       
35            35            +2.4096       -1.4964       +0.9132       +0.9132       
36            36            -2.636        -2.0554       -4.6914       -4.6914       
37            37            -0.7003       -0.5545       -1.2548       -1.2548       
38            38            -0.3736       -1.071        -1.4446       -1.4446       
39            39            -4.9895       -2.1351       -7.1246       -7.1246       
40            40            -0.2468       -2.5163       -2.7631       -2.7631       
41            41            -1.9209       -1.14         -3.0609       -3.0609       
42            42            -5.5007       -2.1684       -7.6691       -7.6691       
43            43            -4.0195       -2.2775       -6.297        -6.297        
44            44            -0.6167       -0.4719       -1.0886       -1.0886       
45            45            -2.0445       -1.6752       -3.7197       -3.7197       
46            46            -4.1327       -1.1767       -5.3094       -5.3094       
47            47            -3.0435       -1.3046       -4.3481       -4.3481       
48            48            +0.2334       -1.9969       -1.7635       -1.7635       
49            49            -2.0041       -1.461        -3.4651       -3.4651       
50            50            -1.1772       -1.1382       -2.3154       -2.3154       
51            51            -6.7172       -2.4053       -9.1225       -9.1225       
