Frame         Time          Elec          VdW           Nonbond       Total         
0             0             +5.7137       -0.0328       +5.6809       +5.6809       
1             1             +9.1218       -0.0541       +9.0677       +9.0677       
2             2             +26.4741      -1.0549       +25.4192      +25.4192      
3             3             +19.2835      -0.6009       +18.6826      +18.6826      
4             4             +9.6448       -0.4404       +9.2044       +9.2044       
5             5             +22.5886      -0.264        +22.3246      +22.3246      
6             6             +18.4641      -0.1214       +18.3427      +18.3427      
7             7             +19.3         -0.0831       +19.2169      +19.2169      
8             8             +19.9622      -0.1418       +19.8204      +19.8204      
9             9             +24.8646      -1.0335       +23.8311      +23.8311      
10            10            -5.0573       -0.0303       -5.0876       -5.0876       
11            11            -50.0943      -0.084        -50.1783      -50.1783      
12            12            -69.5534      +1.9405       -67.6129      -67.6129      
13            13            -75.7851      +1.2285       -74.5566      -74.5566      
14            14            -49.5692      +0.5015       -49.0677      -49.0677      
15            15            -54.2859      +0.2975       -53.9884      -53.9884      
16            16            -79.236       -0.6296       -79.8656      -79.8656      
17            17            +27.5463      -2.0678       +25.4785      +25.4785      
18            18            -91.0357      -0.6644       -91.7001      -91.7001      
19            19            -71.5031      -0.9927       -72.4958      -72.4958      
20            20            -78.3515      -0.8917       -79.2432      -79.2432      
21            21            -110.075      +1.8994       -108.176      -108.176      
22            22            -95.2391      -0.0863       -95.3254      -95.3254      
23            23            -91.6332      -1.5512       -93.1844      -93.1844      
24            24            -7.6179       -0.1164       -7.7343       -7.7343       
25            25            -0.9759       -0.0589       -1.0348       -1.0348       
26            26            +0            +0            +0            +0            
27            27            +0.0009       -0            +0.0009       +0.0009       
28            28            +0            +0            +0            +0            
29            29            +0            +0            +0            +0            
30            30            +0            +0            +0            +0            
31            31            +0            +0            +0            +0            
32            32            +0            +0            +0            +0            
33            33            +0.1411       -0.0001       +0.141        +0.141        
34            34            +0            +0            +0            +0            
35            35            +0            +0            +0            +0            
36            36            +0.0002       -0            +0.0002       +0.0002       
37            37            +0            +0            +0            +0            
38            38            +0.1423       -0.0007       +0.1416       +0.1416       
39            39            +0.186        -0.0006       +0.1854       +0.1854       
40            40            +0.4197       -0.0074       +0.4123       +0.4123       
41            41            -0.0799       -0.0001       -0.08         -0.08         
42            42            +0.7481       -0.0195       +0.7286       +0.7286       
43            43            +0.7421       -0.0354       +0.7067       +0.7067       
44            44            -0.5694       -0.0649       -0.6343       -0.6343       
45            45            +0.0228       -0.1381       -0.1153       -0.1153       
46            46            +0.6268       -0.0105       +0.6163       +0.6163       
47            47            +0.2709       -0.0098       +0.2611       +0.2611       
48            48            -0.3541       -0.0055       -0.3596       -0.3596       
49            49            +0            +0            +0            +0            
50            50            +0.1952       -0.0007       +0.1945       +0.1945       
51            51            +0.1535       -0.0006       +0.1529       +0.1529       
52            52            +0            +0            +0            +0            
53            53            +0            +0            +0            +0            
54            54            +0            +0            +0            +0            
55            55            +0.0048       -0            +0.0048       +0.0048       
56            56            +0            +0            +0            +0            
57            57            +0.0155       -0            +0.0155       +0.0155       
58            58            +0.0001       -0            +0.0001       +0.0001       
59            59            +0.0626       -0.0024       +0.0602       +0.0602       
60            60            +0.0314       -0.0005       +0.0309       +0.0309       
61            61            +0.0069       -0            +0.0069       +0.0069       
62            62            +0.9674       -0.0198       +0.9476       +0.9476       
63            63            +0.0053       -0.0002       +0.0051       +0.0051       
64            64            +0.3027       -0.0043       +0.2984       +0.2984       
65            65            +0.0013       -0            +0.0013       +0.0013       
66            66            +1.2257       -0.0316       +1.1941       +1.1941       
67            67            +0.1651       -0.006        +0.1591       +0.1591       
68            68            +0.6318       -0.007        +0.6248       +0.6248       
69            69            +2.4983       -0.0485       +2.4498       +2.4498       
70            70            +0.3606       -0.0214       +0.3392       +0.3392       
71            71            +0.0108       -0.0173       -0.0065       -0.0065       
72            72            -1.9612       -0.2432       -2.2044       -2.2044       
73            73            +0.4946       -0.0524       +0.4422       +0.4422       
74            74            -4.3706       -0.0562       -4.4268       -4.4268       
75            75            -0.9346       -0.0249       -0.9595       -0.9595       
76            76            +0.155        -0.2499       -0.0949       -0.0949       
77            77            +0.3211       -0.0088       +0.3123       +0.3123       
78            78            -5.1745       -0.0843       -5.2588       -5.2588       
79            79            +0.9062       -0.0866       +0.8196       +0.8196       
80            80            +1.2046       -0.0535       +1.1511       +1.1511       
81            81            -4.4959       -0.0628       -4.5587       -4.5587       
82            82            -2.3592       -0.035        -2.3942       -2.3942       
83            83            -1.7413       -0.157        -1.8983       -1.8983       
84            84            +0.8461       -0.1335       +0.7126       +0.7126       
85            85            +2.6241       -0.0755       +2.5486       +2.5486       
86            86            +0.3933       -0.0201       +0.3732       +0.3732       
87            87            +0.3418       -0.0072       +0.3346       +0.3346       
88            88            +0.1972       -0.002        +0.1952       +0.1952       
89            89            +0.1706       -0.0018       +0.1688       +0.1688       
90            90            +0.6488       -0.0144       +0.6344       +0.6344       
91            91            +5.8019       -0.049        +5.7529       +5.7529       
92            92            +0.5275       -0.0064       +0.5211       +0.5211       
93            93            -11.0846      -0.8733       -11.9579      -11.9579      
94            94            -2.4855       -0.7515       -3.237        -3.237        
95            95            -0.9988       -0.1096       -1.1084       -1.1084       
96            96            +7.6888       -0.1249       +7.5639       +7.5639       
97            97            +6.7419       -0.8586       +5.8833       +5.8833       
