Frame	Talin	Kindlin	Both		Frame	Time	Talin	Kindlin	Both	Time	Talin	Kindlin	Both
210	0.622786111	0.836752989	0.398574978		210	42	35.68301573	47.94241478	22.83666409	42	34.31680471	45.75498855	24.45861073
211	0.572689209	0.806971139	0.433445225		211	42.2	32.81267463	46.23604047	24.83458204	42.2	33.86556569	45.89930413	24.57140212
212	0.564007442	0.78801552	0.436303044		212	42.4	32.31524605	45.14996348	24.99832299	42.4	33.40046979	45.67450193	24.69947838
213	0.558902744	0.767138423	0.403630498		213	42.6	32.02276838	43.95379395	23.12632399	42.6	32.98715937	45.15828954	24.22753206
214	0.596302597	0.707676135	0.448078215		214	42.8	34.16562211	40.54685582	25.67299061	42.8	33.34069819	43.77485942	24.66116963
215	0.557399587	0.733771604	0.406018451		215	43	31.93664382	42.04201601	23.26314363	43	32.91948188	43.2550064	24.24176183
216	0.562900657	0.764383527	0.42787924		216	43.2	32.25183191	43.79595004	24.51567462	43.2	32.71918689	43.41728949	24.32393567
217	0.618093059	0.767819625	0.385191586		217	43.4	35.41412364	43.99282397	22.0698522	43.4	33.52766792	43.58994983	23.64771062
218	0.672407446	0.754197255	0.372789694		218	43.6	38.52610876	43.21231964	21.35927611	43.6	35.02720017	43.47666078	22.96118027
219	0.621479652	0.742297612	0.327740897		219	43.8	35.60816113	42.53052034	18.77817019	43.8	35.20148846	43.19281864	21.70627725
220	0.629793527	0.781865049	0.383167961		220	44	36.08451108	44.79756747	21.95390702	44	35.46639524	43.67424329	21.78056618
221	0.594921667	0.784515377	0.329354607		221	44.2	34.08650066	44.94942007	18.87062894	44.2	35.05242687	44.05679633	20.90758501
222	0.588594712	0.724842561	0.327814806		222	44.4	33.72399286	41.53041957	18.78240486	44.4	34.65389666	43.2988833	20.27003096
223	0.513835028	0.710556923	0.35026787		223	44.6	29.44057847	40.71191278	20.06887063	44.6	33.08990121	42.52279214	20.20968286
224	0.526291853	0.733714568	0.349802136		224	44.8	30.15430196	42.0387481	20.04218606	44.8	32.20922143	42.37757893	20.15943382
225	0.466277617	0.727935813	0.322496895		225	45	26.71573951	41.70764983	18.477711	45	30.56117686	42.1766002	19.65491698
226	0.516263387	0.75979017	0.333351322		226	45.2	29.57971317	43.53277004	19.09962384	45.2	30.26673775	42.58345115	19.48832904
227	0.548330243	0.712223839	0.374338547		227	45.4	31.41700871	40.80742005	21.44801884	45.4	30.61181904	42.05064182	20.07623598
228	0.549914634	0.774135635	0.426351554		228	45.6	31.5077876	44.35470464	24.42814463	45.6	30.88060961	42.74186067	21.38180857
229	0.553240028	0.742544595	0.389305277		229	45.8	31.69831865	42.54467137	22.30554934	45.8	31.12592232	42.68270388	21.6589308
230	0.480018328	0.711277928	0.291252335		230	46	27.50302429	40.75322332	16.68752958	46	30.03905291	42.10385971	20.16751044
231	0.566915241	0.666643055	0.261101451		231	46.2	32.48185063	38.19583347	14.96001115	46.2	30.77189222	40.93145184	18.60526065
232	0.517193289	0.669381822	0.28236292		232	46.4	29.63299266	38.35275328	16.1782036	46.4	30.43022236	40.15784227	17.87714354
233	0.467699546	0.669218373	0.284987976		233	46.6	26.79721005	38.34338837	16.32860824	46.6	29.34031866	39.6135061	17.41258295
234	0.480995675	0.685298926	0.297763309		234	46.8	27.55902213	39.26473616	17.06058091	46.8	28.8059297	39.50887512	17.30698234
235	0.551521312	0.657143803	0.322244173		235	47	31.59984347	37.65156644	18.46323107	47	29.64410383	38.95168251	17.65385696
236	0.518029738	0.699595465	0.334500057		236	47.2	29.68091763	40.08386752	19.1654415	47.2	29.65514797	39.29133802	18.10733232
237	0.527901235	0.710875383	0.370041673		237	47.4	30.24651275	40.73015918	21.20182612	47.4	29.83255741	39.72298436	19.03568046
238	0.508926418	0.671118406	0.3345658		238	47.6	29.15933584	38.45225222	19.16920833	47.6	29.63059094	39.34176472	19.07573882
239	0.572313518	0.729383012	0.295908906		239	47.8	32.79114911	41.79056825	16.95433141	47.8	30.57875839	40.07640578	18.4393166
240	0.566191878	0.672989045	0.365247735		240	48	32.440405	38.55943196	20.92715367	48	31.13725237	39.62131364	19.18566772
241	0.56447012	0.665334914	0.374412842		241	48.2	32.34175553	38.12088252	21.45227564	48.2	31.49860332	39.1711843	19.86565009
242	0.528933276	0.695506629	0.364510632		242	48.4	30.30564434	39.84959447	20.88492078	48.4	31.14071563	39.37470735	20.1714313
243	0.578928042	0.720193711	0.321729413		243	48.6	33.17013347	41.26406005	18.43373751	48.6	31.74954098	39.94151316	19.65012316
244	0.590567022	0.774380005	0.308296001		244	48.8	33.8369979	44.36870602	17.66405969	48.8	32.37577805	41.26967102	19.05430412
245	0.526588111	0.741600898	0.308496101		245	49	30.17127632	42.49060157	17.67552459	49	31.71442754	41.63595018	18.64067026
246	0.569368407	0.71772839	0.311093946		246	49.2	32.62240668	41.12280757	17.82437015	49.2	31.98682128	41.4820074	18.39578023
247	0.44121784	0.632331186	0.320714605		247	49.4	25.27992006	36.22990819	18.37559328	49.4	29.97475091	39.90637764	18.38972414
248	0.567427862	0.659141962	0.310431636		248	49.6	32.51122167	37.76605255	17.78642255	49.6	30.73569214	39.26428011	18.20873367
249	0.495327742	0.655922143	0.333177621		249	49.8	28.38018911	37.58157047	19.08967154	49.8	30.02904123	38.75946722	18.47301503
250	0.516139185	0.60639214	0.309972863		250	50	29.57259692	34.74371037	17.76013679	50	29.89210794	37.55474016	18.25915156
251	0.512617424	0.606837559	0.349071102		251	50.2	29.37081487	34.76923096	20.0003009	50.2	29.73572002	36.7190874	18.78149636
252	0.442935053	0.672895638	0.302148947		252	50.4	25.37830911	38.55408009	17.31185945	50.4	28.42849675	37.26958521	18.34060529
253	0.417727197	0.631214216	0.300884733		253	50.6	23.93400535	36.16591053	17.23942533	50.6	27.08014933	36.9384828	18.0102513
254	0.486550507	0.64954009	0.377748131		254	50.8	27.87729058	37.2159058	21.64337363	50.8	27.3192917	37.0217097	19.100188
255	0.487590362	0.659451857	0.318913603		255	51	27.93686989	37.7838082	18.27240348	51	27.50456516	37.25033925	18.85185264
256	0.524946754	0.653381709	0.314031975		256	51.2	30.07723348	37.43601432	17.99270682	51.2	28.27636566	37.30604177	18.5941089
257	0.582975994	0.660078997	0.338946494		257	51.4	33.40206402	37.81974066	19.42020358	51.4	29.81407517	37.46015144	18.8419373
258	0.499941353	0.617441335	0.404237647		258	51.6	28.64452952	35.37678259	23.16111112	51.6	29.46321147	36.83514078	20.13768945
259	0.478688481	0.630543593	0.370540516		259	51.8	27.42682964	36.1274867	21.23040768	51.8	28.85229692	36.62284456	20.46550492
260	0.494434272	0.662493366	0.391240361		260	52	28.32899701	37.95807385	22.41642145	52	28.69530695	37.02341335	21.05077988
261	0.495684325	0.605526543	0.413175967		261	52.2	28.40061979	34.69411532	23.67323909	52.2	28.6069008	36.32462394	21.83751764
262	0.537792461	0.665789701	0.436844683		262	52.4	30.81323828	38.14693989	25.02935662	52.4	29.26880204	36.87131872	22.79506933
263	0.500375069	0.675369496	0.426031435		263	52.6	28.6693796	38.69582176	24.40980315	52.6	29.08897531	37.41866963	23.27948948
264	0.471210925	0.674822746	0.406061179		264	52.8	26.99839726	38.66449529	23.26559179	52.8	28.46180189	37.79241733	23.27532017
265	0.491016737	0.679906267	0.448132471		265	53	28.13318668	38.95575959	25.67609924	53	28.36321733	38.14142001	23.99555389
266	0.464480906	0.710710755	0.412439623		266	53.2	26.61279561	40.7207267	23.63104969	53.2	27.83809081	38.91521201	23.88620263
267	0.533396698	0.685833728	0.406003417		267	53.4	30.56137962	39.29537807	23.26228228	53.4		39.02926183	23.69902652
		0.687838189	0.382294998		268	53.6		39.41022522	21.90388992	53.6		39.14355085	23.16048554
		0.689463178	0.318205531		269	53.8		39.50333021	18.23183396	53.8		39.25148466	21.68189007
		0.68072706	0.388639366		270	54		39.00278752	22.26739542	54		39.17687552	21.85754167
		0.708096586	0.397438167		271	54.2		40.57094587	22.77152958	54.2		39.59509662	22.13173805
		0.759455074	0.406634588		272	54.4		43.51357045	23.29844567	54.4		40.77063877	22.48175033
		0.742174428	0.40092817		273	54.6		42.52346237	22.97149203	54.6		41.29648585	
		0.781664446			274	54.8		44.78607374		54.8		42.34336222	
		0.71353342			275	55		40.88245352		55		41.90508961	
		0.79773814			276	55.2		45.70702858		55.2		43.0456713	
		0.695594304			277	55.4		39.85461787		55.4		42.08835527	
		0.685123946			278	55.6		39.25471057		55.6		41.23826186	
		0.77944502			279	55.8		44.65891002		55.8		42.26445631	
		0.754985185			280	56		43.25746469		56		42.56235882	
		0.731619106			281	56.2		41.91868698		56.2		42.36925727	
		0.741703791			282	56.4		42.49649688		56.4		42.40742915	
		0.71359152			283	56.6		40.88578241		56.6		41.95093513	
		0.729712178			284	56.8		41.80942808		56.8		41.90848302	
		0.746785643			285	57		42.78766552		57		42.17223777	
		0.767439369			286	57.2		43.9710369		57.2		42.71187751	
		0.781666262			287	57.4		44.78617779		57.4		43.33416759	
		0.767176128			288	57.6		43.9559543		57.6		43.5207036	
		0.730081939			289	57.8		41.8306138		57.8		43.01367666	
		0.695947322			290	58		39.87484434		58		42.07202697	
		0.726191425			291	58.2		41.60770379		58.2		41.93273001	
		0.724105491			292	58.4		41.48818853		58.4			
